,Age,Job,Marital.Status,Education,Credit,Balance..euros.,Housing.Loan,Personal.Loan,Contact,Last.Contact.Day,Last.Contact.Month,Last.Contact.Duration,Campaign,Pdays,Previous,Poutcome,Subscription
4495,37,admin.,married,secondary,0,1283,1,0,unknown,20,may,209,1,-1,0.0,unknown,0
4497,33,admin.,married,secondary,0,2,1,0,unknown,20,may,201,1,-1,0.0,unknown,0
4499,35,blue-collar,single,primary,0,47,0,0,unknown,20,may,317,1,-1,0.0,unknown,0
4500,35,blue-collar,married,secondary,0,2054,1,0,unknown,20,may,447,1,-1,0.0,unknown,0
4502,39,services,married,secondary,0,453,1,1,unknown,20,may,184,1,-1,0.0,unknown,0
4503,37,management,single,tertiary,0,427,1,0,unknown,20,may,121,1,-1,0.0,unknown,0
4505,40,blue-collar,married,secondary,0,877,1,0,unknown,20,may,207,6,-1,0.0,unknown,0
4506,37,blue-collar,married,primary,0,398,1,1,unknown,20,may,309,1,-1,0.0,unknown,0
4507,37,blue-collar,married,primary,0,2240,1,0,unknown,20,may,214,1,-1,0.0,unknown,0
4509,35,entrepreneur,married,secondary,0,1163,1,0,unknown,20,may,284,1,-1,0.0,unknown,0
4510,35,services,married,secondary,0,4170,1,0,unknown,20,may,1777,1,-1,0.0,unknown,1
4513,30,self-employed,single,secondary,0,4011,1,0,unknown,20,may,62,1,-1,0.0,unknown,0
4515,31,admin.,single,secondary,0,2144,1,0,unknown,20,may,89,1,-1,0.0,unknown,0
4518,33,blue-collar,married,primary,0,163,1,0,unknown,20,may,135,1,-1,0.0,unknown,0
4519,40,blue-collar,married,primary,0,-740,1,0,unknown,20,may,126,3,-1,0.0,unknown,0
4520,38,services,married,secondary,0,434,1,0,unknown,20,may,411,1,-1,0.0,unknown,0
4521,41,services,single,secondary,0,1629,1,0,unknown,20,may,85,1,-1,0.0,unknown,0
4522,38,blue-collar,married,secondary,0,-152,0,0,unknown,20,may,100,1,-1,0.0,unknown,0
4523,36,technician,married,secondary,0,3763,1,0,unknown,20,may,83,1,-1,0.0,unknown,0
4524,31,technician,single,secondary,0,1,1,0,unknown,20,may,71,3,-1,0.0,unknown,0
4526,52,blue-collar,divorced,primary,0,0,1,1,unknown,20,may,47,1,-1,0.0,unknown,0
4530,22,services,married,secondary,0,14,1,1,unknown,20,may,56,1,-1,0.0,unknown,0
4531,38,admin.,married,tertiary,0,4399,1,0,unknown,20,may,638,2,-1,0.0,unknown,0
4532,39,blue-collar,married,primary,0,780,1,0,unknown,20,may,311,1,-1,0.0,unknown,0
4534,34,blue-collar,married,primary,0,161,1,1,unknown,20,may,177,1,-1,0.0,unknown,0
4535,36,blue-collar,divorced,secondary,0,221,1,0,unknown,20,may,189,1,-1,0.0,unknown,0
4536,32,blue-collar,single,secondary,0,706,1,0,unknown,20,may,152,1,-1,0.0,unknown,0
4537,33,management,single,primary,0,4897,1,0,unknown,20,may,151,1,-1,0.0,unknown,0
4538,33,services,married,secondary,0,7,1,0,unknown,20,may,217,1,-1,0.0,unknown,0
4541,42,blue-collar,married,primary,0,1059,1,0,unknown,20,may,163,2,-1,0.0,unknown,0
4542,43,management,married,tertiary,0,-8,1,0,unknown,20,may,473,2,-1,0.0,unknown,0
4543,35,self-employed,single,secondary,0,271,1,0,unknown,20,may,68,1,-1,0.0,unknown,0
4545,33,blue-collar,married,secondary,0,-53,1,0,unknown,20,may,172,1,-1,0.0,unknown,0
4546,26,student,single,secondary,0,268,1,0,unknown,20,may,77,2,-1,0.0,unknown,0
4547,37,technician,single,tertiary,0,5122,1,0,unknown,20,may,396,1,-1,0.0,unknown,0
4548,33,services,married,secondary,0,403,1,0,unknown,20,may,274,2,-1,0.0,unknown,0
4549,40,admin.,married,tertiary,0,0,1,0,unknown,20,may,88,2,-1,0.0,unknown,0
4550,36,technician,divorced,secondary,0,566,1,0,unknown,20,may,129,2,-1,0.0,unknown,0
4552,36,blue-collar,married,unknown,0,722,1,0,unknown,20,may,268,2,-1,0.0,unknown,0
4553,39,admin.,divorced,secondary,0,-607,1,0,unknown,20,may,374,2,-1,0.0,unknown,0
4554,60,management,married,tertiary,0,328,1,0,unknown,20,may,72,5,-1,0.0,unknown,0
4557,33,management,single,tertiary,0,136,1,1,unknown,20,may,347,6,-1,0.0,unknown,0
4558,59,blue-collar,married,primary,0,14,1,1,unknown,20,may,355,1,-1,0.0,unknown,0
4559,35,management,single,secondary,0,5260,1,0,unknown,20,may,211,2,-1,0.0,unknown,0
4560,34,admin.,single,tertiary,0,458,1,0,unknown,20,may,211,1,-1,0.0,unknown,0
4561,42,management,married,tertiary,0,0,0,0,unknown,20,may,66,12,-1,0.0,unknown,0
4562,38,entrepreneur,married,primary,0,666,1,0,unknown,20,may,1452,10,-1,0.0,unknown,0
4564,32,blue-collar,single,primary,0,1660,0,0,unknown,20,may,14,1,-1,0.0,unknown,0
4565,30,blue-collar,married,secondary,0,673,1,0,unknown,20,may,610,2,-1,0.0,unknown,0
4566,34,management,single,tertiary,0,673,1,1,unknown,20,may,120,1,-1,0.0,unknown,0
4567,59,retired,married,secondary,0,-313,1,0,unknown,20,may,407,1,-1,0.0,unknown,0
4568,32,admin.,married,secondary,0,0,1,0,unknown,20,may,464,2,-1,0.0,unknown,0
4569,54,housemaid,married,secondary,0,167,1,0,unknown,20,may,547,7,-1,0.0,unknown,0
4572,29,services,single,secondary,0,0,1,0,unknown,20,may,227,9,-1,0.0,unknown,0
4574,54,services,divorced,unknown,0,2177,0,0,unknown,20,may,134,5,-1,0.0,unknown,0
4576,33,technician,married,secondary,0,105,1,1,unknown,20,may,360,1,-1,0.0,unknown,0
4577,32,management,single,tertiary,0,1271,1,0,unknown,20,may,51,1,-1,0.0,unknown,0
4578,41,services,divorced,secondary,0,83,0,0,unknown,20,may,834,6,-1,0.0,unknown,0
4580,34,services,married,secondary,0,-93,1,1,unknown,20,may,194,1,-1,0.0,unknown,0
4581,53,housemaid,married,secondary,0,736,1,0,unknown,20,may,535,1,-1,0.0,unknown,0
4582,38,services,married,secondary,1,-242,1,1,unknown,20,may,236,2,-1,0.0,unknown,0
4583,33,blue-collar,married,secondary,0,3259,1,0,unknown,20,may,182,1,-1,0.0,unknown,0
4584,32,technician,married,secondary,0,11697,1,0,unknown,20,may,296,1,-1,0.0,unknown,0
4586,35,blue-collar,married,secondary,0,2688,1,0,unknown,20,may,281,1,-1,0.0,unknown,0
4587,34,management,married,tertiary,0,0,1,0,unknown,20,may,150,1,-1,0.0,unknown,0
4590,39,housemaid,married,tertiary,0,75,1,0,unknown,20,may,332,2,-1,0.0,unknown,0
4593,38,blue-collar,married,primary,0,178,1,0,unknown,20,may,245,1,-1,0.0,unknown,0
4594,40,services,married,primary,0,3559,1,0,unknown,20,may,138,8,-1,0.0,unknown,0
4595,38,self-employed,married,secondary,0,290,1,0,unknown,20,may,369,1,-1,0.0,unknown,0
4596,32,admin.,divorced,secondary,0,138,1,1,unknown,20,may,158,1,-1,0.0,unknown,0
4597,31,blue-collar,single,secondary,0,5607,0,0,unknown,20,may,261,1,-1,0.0,unknown,0
4598,32,blue-collar,married,primary,0,8291,0,0,unknown,20,may,131,1,-1,0.0,unknown,0
4599,37,blue-collar,single,primary,0,6969,1,0,unknown,20,may,412,1,-1,0.0,unknown,0
4600,30,management,single,tertiary,0,18,0,0,unknown,20,may,121,11,-1,0.0,unknown,0
4601,46,entrepreneur,married,secondary,0,583,1,0,unknown,20,may,137,2,-1,0.0,unknown,0
4602,36,housemaid,single,secondary,0,7171,1,0,unknown,20,may,216,2,-1,0.0,unknown,0
4603,34,blue-collar,married,primary,0,500,1,0,unknown,20,may,324,1,-1,0.0,unknown,0
4604,32,blue-collar,married,secondary,0,113,1,1,unknown,20,may,235,2,-1,0.0,unknown,0
4606,33,blue-collar,married,primary,0,3512,1,0,unknown,20,may,697,2,-1,0.0,unknown,0
4607,37,entrepreneur,married,tertiary,0,4798,1,0,unknown,20,may,156,2,-1,0.0,unknown,0
4608,34,technician,single,secondary,0,85,1,0,unknown,20,may,1182,4,-1,0.0,unknown,1
4609,37,blue-collar,married,primary,0,660,1,1,unknown,20,may,170,2,-1,0.0,unknown,0
4610,31,services,married,tertiary,0,585,1,1,unknown,20,may,272,2,-1,0.0,unknown,0
4612,36,management,single,secondary,0,360,1,0,unknown,20,may,271,1,-1,0.0,unknown,0
4614,33,blue-collar,married,secondary,0,0,1,1,unknown,20,may,114,1,-1,0.0,unknown,0
4617,37,blue-collar,divorced,secondary,0,614,1,0,unknown,20,may,185,1,-1,0.0,unknown,0
4619,33,management,married,tertiary,0,148,0,0,unknown,20,may,717,1,-1,0.0,unknown,0
4620,31,blue-collar,single,primary,0,5058,1,0,unknown,20,may,157,1,-1,0.0,unknown,0
4621,33,admin.,married,secondary,0,1467,1,0,unknown,20,may,85,2,-1,0.0,unknown,0
4622,30,management,married,tertiary,0,859,1,0,unknown,20,may,249,3,-1,0.0,unknown,0
4623,34,services,married,secondary,0,-508,1,0,unknown,20,may,309,2,-1,0.0,unknown,0
4624,31,student,single,tertiary,0,410,1,0,unknown,20,may,112,2,-1,0.0,unknown,0
4625,36,entrepreneur,married,secondary,0,134,0,0,unknown,20,may,98,1,-1,0.0,unknown,0
4627,31,services,single,secondary,0,2038,1,0,unknown,20,may,148,1,-1,0.0,unknown,0
4628,39,admin.,married,secondary,0,-362,1,0,unknown,20,may,145,2,-1,0.0,unknown,0
4629,34,management,married,tertiary,0,967,1,0,unknown,20,may,415,2,-1,0.0,unknown,0
4631,43,blue-collar,married,primary,1,-635,1,0,unknown,20,may,37,9,-1,0.0,unknown,0
4633,36,blue-collar,married,secondary,0,1797,1,1,unknown,20,may,185,2,-1,0.0,unknown,0
4634,55,admin.,married,unknown,0,1848,1,0,unknown,20,may,204,1,-1,0.0,unknown,0
4635,31,admin.,single,secondary,0,431,1,1,unknown,20,may,1045,1,-1,0.0,unknown,1
4636,32,blue-collar,married,secondary,0,4996,1,0,unknown,20,may,205,2,-1,0.0,unknown,0
4638,31,blue-collar,married,primary,0,26,1,0,unknown,20,may,51,26,-1,0.0,unknown,0
4639,33,management,single,secondary,0,0,0,0,unknown,20,may,190,2,-1,0.0,unknown,0
4640,32,admin.,married,primary,0,1351,1,0,unknown,20,may,325,3,-1,0.0,unknown,0
4642,33,services,married,secondary,0,4963,1,0,unknown,20,may,148,2,-1,0.0,unknown,0
4643,39,services,married,secondary,0,1438,1,0,unknown,20,may,212,2,-1,0.0,unknown,0
4644,39,blue-collar,married,primary,0,1411,1,0,unknown,20,may,625,2,-1,0.0,unknown,0
4645,33,services,single,secondary,0,0,1,0,unknown,20,may,134,3,-1,0.0,unknown,0
4646,40,blue-collar,married,unknown,0,486,1,0,unknown,20,may,97,8,-1,0.0,unknown,0
4647,34,technician,single,secondary,0,1183,1,0,unknown,20,may,438,2,-1,0.0,unknown,0
4648,39,management,married,tertiary,0,351,1,0,unknown,20,may,999,3,-1,0.0,unknown,0
4649,32,blue-collar,married,secondary,0,2366,1,0,unknown,20,may,127,2,-1,0.0,unknown,0
4652,39,blue-collar,married,primary,0,622,1,0,unknown,20,may,169,1,-1,0.0,unknown,0
4653,34,services,married,secondary,1,421,1,0,unknown,20,may,247,3,-1,0.0,unknown,0
4655,35,blue-collar,married,secondary,0,67,0,0,unknown,20,may,60,6,-1,0.0,unknown,0
4656,39,technician,married,secondary,0,7313,1,0,unknown,20,may,99,1,-1,0.0,unknown,0
4657,57,housemaid,divorced,primary,0,231,1,0,unknown,20,may,26,14,-1,0.0,unknown,0
4659,58,blue-collar,married,primary,0,99,1,0,unknown,20,may,215,3,-1,0.0,unknown,0
4660,32,technician,married,secondary,0,908,1,0,unknown,20,may,64,1,-1,0.0,unknown,0
4661,34,admin.,single,secondary,0,1581,1,1,unknown,20,may,52,11,-1,0.0,unknown,0
4662,35,technician,single,tertiary,0,2012,1,0,unknown,20,may,413,2,-1,0.0,unknown,0
4663,36,technician,single,tertiary,0,162,1,0,unknown,20,may,216,2,-1,0.0,unknown,0
4664,40,management,married,tertiary,0,917,1,0,unknown,20,may,292,1,-1,0.0,unknown,0
4665,44,services,married,secondary,0,1422,1,0,unknown,20,may,129,8,-1,0.0,unknown,0
4667,55,self-employed,married,secondary,0,-196,1,0,unknown,20,may,210,2,-1,0.0,unknown,0
4668,35,technician,married,secondary,0,1387,1,0,unknown,20,may,114,1,-1,0.0,unknown,0
4670,35,management,single,tertiary,0,1423,1,0,unknown,20,may,88,1,-1,0.0,unknown,0
4671,36,admin.,married,tertiary,0,3127,1,0,unknown,20,may,147,2,-1,0.0,unknown,0
4672,36,technician,single,secondary,0,5436,1,0,unknown,20,may,443,1,-1,0.0,unknown,0
4673,30,management,single,tertiary,0,1724,1,0,unknown,20,may,73,1,-1,0.0,unknown,0
4674,31,blue-collar,married,secondary,0,0,1,0,unknown,20,may,134,1,-1,0.0,unknown,0
4676,36,blue-collar,married,primary,0,408,1,1,unknown,20,may,1063,2,-1,0.0,unknown,1
4677,59,entrepreneur,married,tertiary,0,705,1,0,unknown,20,may,446,2,-1,0.0,unknown,0
4678,36,management,single,tertiary,0,1373,1,0,unknown,20,may,144,2,-1,0.0,unknown,0
4680,39,blue-collar,married,secondary,0,0,1,0,unknown,20,may,165,2,-1,0.0,unknown,0
4681,38,technician,divorced,secondary,0,273,1,0,unknown,20,may,314,2,-1,0.0,unknown,0
4682,40,self-employed,married,secondary,0,311,1,0,unknown,20,may,723,2,-1,0.0,unknown,0
4683,39,technician,single,secondary,0,1022,1,0,unknown,20,may,1410,2,-1,0.0,unknown,1
4689,44,blue-collar,married,secondary,0,1081,1,0,unknown,20,may,304,2,-1,0.0,unknown,0
4690,45,blue-collar,married,primary,0,4170,1,1,unknown,20,may,114,3,-1,0.0,unknown,0
4691,36,blue-collar,single,secondary,0,3111,1,0,unknown,20,may,445,2,-1,0.0,unknown,0
4692,27,blue-collar,single,unknown,0,89,1,0,unknown,20,may,139,5,-1,0.0,unknown,0
4695,41,blue-collar,married,secondary,0,2852,1,0,unknown,20,may,125,3,-1,0.0,unknown,0
4696,36,blue-collar,single,secondary,0,2390,1,0,unknown,20,may,446,12,-1,0.0,unknown,0
4697,32,management,single,tertiary,0,1131,1,0,unknown,20,may,267,2,-1,0.0,unknown,0
4698,31,admin.,divorced,secondary,0,1352,1,0,unknown,20,may,6,2,-1,0.0,unknown,0
4701,31,blue-collar,married,primary,0,855,1,1,unknown,20,may,172,4,-1,0.0,unknown,0
4702,35,management,single,secondary,1,-202,1,0,unknown,20,may,268,3,-1,0.0,unknown,0
4703,27,admin.,single,secondary,0,-215,1,0,unknown,20,may,89,3,-1,0.0,unknown,0
4705,58,blue-collar,married,primary,0,23,1,0,unknown,20,may,91,6,-1,0.0,unknown,0
4707,36,blue-collar,married,secondary,0,362,1,0,unknown,20,may,274,2,-1,0.0,unknown,0
4708,39,technician,married,tertiary,0,602,1,0,unknown,20,may,191,7,-1,0.0,unknown,0
4709,37,blue-collar,married,secondary,0,426,1,0,unknown,20,may,300,3,-1,0.0,unknown,0
4711,32,blue-collar,married,primary,0,80,1,0,unknown,20,may,614,2,-1,0.0,unknown,0
4712,52,services,married,secondary,0,0,1,0,unknown,20,may,363,5,-1,0.0,unknown,0
4713,32,blue-collar,married,primary,0,7406,1,0,unknown,20,may,418,2,-1,0.0,unknown,0
4715,39,blue-collar,divorced,secondary,0,226,1,0,unknown,20,may,221,2,-1,0.0,unknown,0
4716,39,management,single,secondary,0,247,1,0,unknown,20,may,130,2,-1,0.0,unknown,0
4719,36,services,married,secondary,0,183,1,0,unknown,20,may,103,3,-1,0.0,unknown,0
4721,49,technician,single,secondary,0,0,1,0,unknown,20,may,484,2,-1,0.0,unknown,0
4722,31,blue-collar,single,primary,0,1097,1,0,unknown,20,may,485,3,-1,0.0,unknown,0
4723,39,services,married,secondary,0,5731,1,0,unknown,20,may,175,2,-1,0.0,unknown,0
4725,35,blue-collar,single,secondary,0,275,1,0,unknown,20,may,243,2,-1,0.0,unknown,0
4727,34,blue-collar,married,secondary,0,1831,1,0,unknown,20,may,203,2,-1,0.0,unknown,0
4728,35,blue-collar,married,secondary,0,514,1,0,unknown,20,may,247,2,-1,0.0,unknown,0
4729,34,admin.,married,secondary,0,50,1,0,unknown,20,may,89,2,-1,0.0,unknown,0
4730,34,technician,married,tertiary,0,0,1,0,unknown,20,may,185,12,-1,0.0,unknown,0
4732,30,services,single,secondary,0,432,1,0,unknown,20,may,340,3,-1,0.0,unknown,0
4733,32,blue-collar,married,secondary,0,2561,1,0,unknown,20,may,135,2,-1,0.0,unknown,0
4734,30,technician,single,secondary,0,659,1,0,unknown,20,may,241,3,-1,0.0,unknown,0
4736,31,blue-collar,married,secondary,0,897,1,0,unknown,20,may,26,2,-1,0.0,unknown,0
4737,23,student,single,secondary,0,-116,1,0,unknown,20,may,109,6,-1,0.0,unknown,0
4738,30,unemployed,married,secondary,0,142,1,0,unknown,20,may,350,4,-1,0.0,unknown,0
4740,32,blue-collar,married,secondary,0,3514,1,0,unknown,20,may,226,2,-1,0.0,unknown,0
4741,35,admin.,married,secondary,0,190,1,0,unknown,20,may,47,3,-1,0.0,unknown,0
4742,40,blue-collar,married,primary,0,236,1,0,unknown,20,may,167,2,-1,0.0,unknown,0
4745,32,technician,married,tertiary,0,514,1,0,unknown,20,may,414,2,-1,0.0,unknown,0
4746,38,unemployed,married,secondary,0,565,1,0,unknown,20,may,153,2,-1,0.0,unknown,0
4747,50,blue-collar,married,primary,0,2610,1,1,unknown,20,may,181,6,-1,0.0,unknown,0
4748,30,blue-collar,single,secondary,0,178,1,0,unknown,20,may,747,5,-1,0.0,unknown,0
4750,30,technician,divorced,secondary,0,4,1,0,unknown,20,may,270,1,-1,0.0,unknown,0
4751,38,unknown,married,unknown,0,124,1,0,unknown,20,may,37,13,-1,0.0,unknown,0
4752,55,blue-collar,married,primary,0,2144,1,0,unknown,20,may,129,8,-1,0.0,unknown,0
4753,31,services,single,tertiary,0,1025,0,0,unknown,20,may,72,3,-1,0.0,unknown,0
4754,41,blue-collar,married,primary,0,1250,1,0,unknown,20,may,1392,2,-1,0.0,unknown,1
4755,38,admin.,married,unknown,0,28,0,0,unknown,20,may,725,1,-1,0.0,unknown,0
4760,37,blue-collar,single,unknown,0,3044,1,0,unknown,20,may,152,1,-1,0.0,unknown,0
4761,39,blue-collar,married,primary,0,-197,1,0,unknown,20,may,204,2,-1,0.0,unknown,0
4762,39,blue-collar,married,unknown,0,1096,0,0,unknown,20,may,246,3,-1,0.0,unknown,0
4763,57,services,divorced,secondary,0,739,1,0,unknown,20,may,352,5,-1,0.0,unknown,0
4764,35,blue-collar,married,secondary,0,274,1,0,unknown,20,may,190,1,-1,0.0,unknown,0
4765,30,blue-collar,married,secondary,0,1445,1,0,unknown,20,may,140,1,-1,0.0,unknown,0
4766,31,blue-collar,married,secondary,0,3311,1,0,unknown,20,may,719,1,-1,0.0,unknown,1
4767,32,blue-collar,married,secondary,0,157,1,0,unknown,20,may,315,1,-1,0.0,unknown,0
4768,30,services,single,unknown,0,347,1,0,unknown,21,may,225,1,-1,0.0,unknown,0
4769,32,management,single,tertiary,0,-345,1,0,unknown,21,may,74,1,-1,0.0,unknown,0
4771,34,blue-collar,married,secondary,0,120,1,0,unknown,21,may,369,1,-1,0.0,unknown,0
4773,42,management,married,tertiary,0,2309,1,0,unknown,21,may,64,3,-1,0.0,unknown,0
4775,32,technician,married,secondary,0,641,1,0,unknown,21,may,336,1,-1,0.0,unknown,0
4776,35,blue-collar,married,primary,0,2730,1,0,unknown,21,may,65,1,-1,0.0,unknown,0
4777,38,blue-collar,married,secondary,0,1663,1,0,unknown,21,may,93,1,-1,0.0,unknown,0
4778,39,blue-collar,married,primary,0,1966,1,0,unknown,21,may,181,1,-1,0.0,unknown,0
4779,54,retired,divorced,tertiary,0,6102,1,1,unknown,21,may,86,6,-1,0.0,unknown,0
4780,38,technician,married,tertiary,0,1092,1,0,unknown,21,may,317,1,-1,0.0,unknown,0
4781,33,services,married,tertiary,0,1349,1,0,unknown,21,may,120,1,-1,0.0,unknown,0
4783,32,admin.,single,secondary,0,2146,1,0,unknown,21,may,422,2,-1,0.0,unknown,0
4787,32,blue-collar,married,primary,0,-457,1,1,unknown,21,may,288,1,-1,0.0,unknown,0
4788,34,blue-collar,divorced,secondary,0,0,0,1,unknown,21,may,339,1,-1,0.0,unknown,0
4789,34,management,married,tertiary,0,363,0,0,unknown,21,may,171,5,-1,0.0,unknown,0
4790,39,management,single,tertiary,0,4025,1,1,unknown,21,may,162,1,-1,0.0,unknown,0
4792,33,unemployed,married,secondary,0,438,1,1,unknown,21,may,129,1,-1,0.0,unknown,0
4793,40,management,single,primary,0,858,1,0,unknown,21,may,173,1,-1,0.0,unknown,0
4795,38,services,married,secondary,0,-224,1,1,unknown,21,may,222,1,-1,0.0,unknown,0
4798,38,technician,married,secondary,0,821,1,1,unknown,21,may,78,1,-1,0.0,unknown,0
4801,34,blue-collar,single,secondary,0,558,1,0,unknown,21,may,43,1,-1,0.0,unknown,0
4802,34,services,single,secondary,0,1701,1,0,unknown,21,may,245,1,-1,0.0,unknown,0
4804,38,admin.,married,secondary,0,1073,1,0,unknown,21,may,207,2,-1,0.0,unknown,0
4805,34,management,divorced,tertiary,0,5754,1,0,unknown,21,may,56,1,-1,0.0,unknown,0
4806,34,blue-collar,married,primary,0,-167,1,0,unknown,21,may,201,1,-1,0.0,unknown,0
4807,39,blue-collar,married,primary,0,4146,1,1,unknown,21,may,353,1,-1,0.0,unknown,0
4808,35,entrepreneur,single,tertiary,0,-15,1,0,unknown,21,may,554,3,-1,0.0,unknown,0
4810,31,management,married,secondary,0,8629,1,0,unknown,21,may,27,2,-1,0.0,unknown,0
4811,30,technician,married,secondary,0,1168,1,1,unknown,21,may,361,1,-1,0.0,unknown,0
4812,35,admin.,married,secondary,0,498,1,0,unknown,21,may,248,1,-1,0.0,unknown,0
4813,35,technician,divorced,secondary,0,0,0,0,unknown,21,may,162,1,-1,0.0,unknown,0
4815,38,management,single,tertiary,0,1746,1,0,unknown,21,may,139,1,-1,0.0,unknown,0
4816,36,technician,single,secondary,0,1053,1,0,unknown,21,may,147,1,-1,0.0,unknown,0
4819,34,blue-collar,married,secondary,0,1207,1,0,unknown,21,may,905,1,-1,0.0,unknown,1
4821,39,blue-collar,divorced,unknown,0,528,1,0,unknown,21,may,111,5,-1,0.0,unknown,0
4825,38,technician,married,secondary,0,0,1,0,unknown,21,may,73,1,-1,0.0,unknown,0
4826,35,blue-collar,single,secondary,0,470,1,0,unknown,21,may,123,1,-1,0.0,unknown,0
4828,40,blue-collar,married,primary,0,1136,1,0,unknown,21,may,86,1,-1,0.0,unknown,0
4830,33,blue-collar,single,secondary,0,17,1,0,unknown,21,may,288,1,-1,0.0,unknown,0
4831,34,services,married,secondary,0,12,0,0,unknown,21,may,164,1,-1,0.0,unknown,0
4832,28,entrepreneur,single,tertiary,0,135,1,0,unknown,21,may,195,1,-1,0.0,unknown,0
4833,36,services,married,secondary,0,5024,0,0,unknown,21,may,139,1,-1,0.0,unknown,0
4834,34,technician,single,secondary,0,1161,1,0,unknown,21,may,192,1,-1,0.0,unknown,0
4836,32,technician,married,secondary,0,791,1,0,unknown,21,may,783,2,-1,0.0,unknown,1
4837,38,management,married,unknown,0,546,1,0,unknown,21,may,264,2,-1,0.0,unknown,0
4839,30,technician,single,secondary,0,908,1,0,unknown,21,may,27,1,-1,0.0,unknown,0
4842,36,admin.,married,secondary,0,0,0,0,unknown,21,may,117,1,-1,0.0,unknown,0
4846,48,self-employed,married,secondary,0,4746,1,0,unknown,21,may,32,11,-1,0.0,unknown,0
4848,34,services,married,secondary,0,0,1,0,unknown,21,may,872,5,-1,0.0,unknown,0
4849,36,services,married,secondary,0,115,0,0,unknown,21,may,114,1,-1,0.0,unknown,0
4850,36,management,single,tertiary,0,808,0,0,unknown,21,may,52,1,-1,0.0,unknown,0
4851,35,management,single,tertiary,0,-289,1,0,unknown,21,may,490,1,-1,0.0,unknown,0
4852,35,self-employed,married,tertiary,0,35368,1,0,unknown,21,may,63,1,-1,0.0,unknown,0
4853,33,services,single,secondary,0,189,0,0,unknown,21,may,27,10,-1,0.0,unknown,0
4854,26,blue-collar,married,primary,0,0,1,0,unknown,21,may,425,1,-1,0.0,unknown,0
4856,32,technician,married,unknown,0,102,1,0,unknown,21,may,12,11,-1,0.0,unknown,0
4857,33,management,married,secondary,0,56,1,0,unknown,21,may,255,1,-1,0.0,unknown,0
4858,34,blue-collar,married,secondary,0,405,1,0,unknown,21,may,103,1,-1,0.0,unknown,0
